Loan Id,Event Type,Timestamp
10667,SMS Delivered,7/11/2025
10667,SMS Sent,7/23/2025
10671,Email Sent,12/15/2024
10706,SMS Sent,11/17/2024
10706,SMS Sent,12/11/2024
10706,SMS Delivered,1/26/2025
10706,SMS Sent,4/2/2025
10706,SMS Sent,4/17/2025
10706,SMS Delivered,6/3/2025
10706,SMS Sent,7/1/2025
10706,SMS Delivered,7/31/2025
10782,Email Sent,10/28/2024
10782,Email Sent,12/24/2024
10782,Email Sent,1/9/2025
10782,Email Delivered,7/5/2025
10790,SMS Sent,11/2/2024
10934,SMS Sent,10/31/2024
10934,SMS Delivered,12/5/2024
10934,SMS Delivered,12/18/2024
10934,SMS Delivered,12/18/2024
10934,SMS Sent,12/22/2024
10934,SMS Sent,1/22/2025
10934,SMS Sent,2/28/2025
10934,SMS Delivered,4/11/2025
10934,SMS Sent,6/10/2025
10934,SMS Delivered,7/13/2025
10943,SMS Sent,10/25/2024
10943,Email Sent,11/6/2024
10943,Email Delivered,11/10/2024
10943,Email Delivered,11/21/2024
10943,SMS Sent,11/24/2024
10943,Email Sent,12/10/2024
10943,SMS Delivered,12/17/2024
10943,Email Read,1/2/2025
10943,SMS Sent,1/19/2025
10943,SMS Delivered,2/4/2025
10943,SMS Sent,2/14/2025
10943,Email Sent,5/19/2025
10943,SMS Delivered,5/22/2025
10943,Email Read,7/2/2025
10943,Email Delivered,7/30/2025
10956,SMS Sent,11/7/2024
10956,Email Sent,12/17/2024
10956,SMS Sent,1/26/2025
10956,Email Sent,2/3/2025
10956,Email Delivered,2/8/2025
10956,SMS Delivered,2/16/2025
10956,Email Delivered,2/19/2025
10956,SMS Sent,3/16/2025
10956,Email Sent,4/4/2025
10956,SMS Delivered,4/6/2025
10956,SMS Delivered,4/18/2025
10956,SMS Sent,4/28/2025
10956,SMS Sent,5/18/2025
10956,SMS Sent,6/24/2025
10956,SMS Delivered,7/4/2025
10956,Email Sent,7/7/2025
10956,Email Sent,7/16/2025
11031,SMS Delivered,11/16/2024
11031,Email Sent,3/26/2025
11031,Email Delivered,4/2/2025
11031,SMS Sent,7/26/2025
11071,SMS Delivered,10/19/2024
11071,SMS Sent,10/30/2024
11071,SMS Delivered,11/8/2024
11071,SMS Sent,11/13/2024
11071,SMS Delivered,11/16/2024
11071,Email Delivered,1/9/2025
11071,Email Delivered,2/2/2025
11071,Email Sent,2/6/2025
11071,Email Sent,2/15/2025
11071,Email Sent,3/16/2025
11071,SMS Sent,5/11/2025
11071,SMS Delivered,6/14/2025
11071,SMS Sent,6/16/2025
11071,Email Sent,7/20/2025
11071,SMS Delivered,7/26/2025
11071,Email Delivered,7/29/2025
11071,Email Sent,7/3/2025
11071,Email Delivered,7/9/2025
11071,Email Delivered,7/19/2025
11071,SMS Sent,7/27/2025
11071,Email Delivered,7/27/2025
11112,Email Delivered,11/8/2024
11112,Email Sent,6/22/2025
11112,Email Sent,7/5/2025
11154,SMS Delivered,3/25/2025
11159,Email Delivered,10/20/2024
11159,Email Sent,12/5/2024
11159,Email Sent,12/18/2024
11159,Email Delivered,2/15/2025
11159,Email Sent,3/4/2025
11159,Email Sent,3/5/2025
11159,Email Delivered,4/11/2025
11159,Email Delivered,5/11/2025
11159,Email Read,6/6/2025
11159,Email Delivered,6/16/2025
11159,Email Delivered,6/30/2025
11159,Email Sent,7/3/2025
11159,Email Sent,7/7/2025
11159,Email Sent,7/17/2025
11159,Email Read,7/30/2025
11232,SMS Delivered,1/30/2025
11232,SMS Delivered,4/18/2025
11232,SMS Sent,5/26/2025
11232,SMS Delivered,6/2/2025
11232,SMS Sent,6/26/2025
11232,SMS Delivered,6/28/2025
11232,SMS Sent,7/30/2025
11232,SMS Sent,7/25/2025
11404,Email Sent,11/27/2024
11406,SMS Sent,1/3/2025
11406,SMS Delivered,5/3/2025
11528,Email Sent,6/19/2025
11562,Email Sent,7/5/2025
11563,SMS Sent,3/31/2025
11563,SMS Delivered,5/21/2025
11568,SMS Delivered,1/9/2025
11568,SMS Delivered,3/17/2025
11568,SMS Sent,4/24/2025
11571,Email Sent,1/17/2025
11628,Email Sent,7/23/2025
11634,Email Sent,11/9/2024
11634,Email Sent,2/11/2025
11634,Email Sent,6/15/2025
11634,Email Delivered,6/23/2025
11644,SMS Sent,12/3/2024
11644,SMS Sent,12/17/2024
11644,SMS Sent,1/20/2025
11644,Email Sent,1/26/2025
11644,SMS Sent,2/3/2025
11644,SMS Delivered,4/13/2025
11644,SMS Sent,4/14/2025
11644,SMS Delivered,7/18/2025
11644,SMS Delivered,7/22/2025
11674,Email Sent,7/10/2025
11712,Email Sent,2/20/2025
11712,Email Sent,7/15/2025
11778,SMS Sent,11/29/2024
11778,Email Sent,12/2/2024
11778,SMS Delivered,2/27/2025
11778,SMS Sent,4/11/2025
11778,Email Sent,6/7/2025
11778,SMS Delivered,6/25/2025
11778,SMS Delivered,7/23/2025
11778,Email Sent,7/31/2025
11792,SMS Sent,11/7/2024
11792,Email Sent,11/13/2024
11792,Email Delivered,11/23/2024
11792,Email Delivered,11/26/2024
11792,SMS Sent,12/23/2024
11792,SMS Sent,1/5/2025
11792,SMS Sent,1/11/2025
11792,Email Sent,1/16/2025
11792,Email Delivered,1/31/2025
11792,SMS Delivered,3/26/2025
11792,SMS Sent,4/6/2025
11792,SMS Delivered,4/12/2025
11792,Email Sent,5/2/2025
11792,SMS Delivered,5/31/2025
11792,Email Delivered,6/22/2025
11792,SMS Sent,7/22/2025
11792,Email Sent,7/2/2025
11958,Email Sent,3/18/2025
11975,Email Sent,10/28/2024
11975,Email Sent,12/24/2024
11975,Email Sent,2/27/2025
11975,Email Delivered,4/21/2025
11975,Email Sent,5/31/2025
12027,SMS Delivered,10/19/2024
12027,SMS Sent,11/27/2024
12027,SMS Delivered,11/30/2024
12027,SMS Sent,11/30/2024
12027,SMS Delivered,12/15/2024
12027,SMS Delivered,1/12/2025
12027,SMS Delivered,1/14/2025
12027,SMS Sent,3/15/2025
12027,SMS Sent,4/5/2025
12027,Email Sent,4/24/2025
12027,SMS Sent,5/11/2025
12027,SMS Delivered,6/6/2025
12027,SMS Delivered,6/11/2025
12027,SMS Delivered,7/25/2025
12118,SMS Sent,10/28/2024
12118,SMS Delivered,11/17/2024
12118,SMS Delivered,1/1/2025
12118,SMS Delivered,1/19/2025
12118,SMS Sent,2/19/2025
12118,SMS Delivered,3/10/2025
12118,SMS Sent,6/4/2025
12118,SMS Sent,7/2/2025
12118,SMS Sent,7/2/2025
12118,SMS Sent,7/3/2025
12134,SMS Sent,11/4/2024
12134,SMS Delivered,11/26/2024
12134,SMS Delivered,12/2/2024
12134,SMS Sent,12/7/2024
12134,SMS Delivered,12/21/2024
12134,SMS Delivered,12/24/2024
12134,SMS Sent,1/10/2025
12134,SMS Sent,1/20/2025
12134,SMS Delivered,4/17/2025
12134,SMS Sent,4/30/2025
12134,SMS Sent,5/13/2025
12134,SMS Delivered,6/13/2025
12134,SMS Sent,7/7/2025
12134,SMS Delivered,7/12/2025
12212,SMS Delivered,2/10/2025
12212,SMS Sent,4/30/2025
12212,SMS Sent,5/24/2025
12278,SMS Delivered,12/19/2024
12278,SMS Sent,2/22/2025
12322,SMS Sent,11/24/2024
12322,SMS Sent,12/15/2024
12322,SMS Sent,1/17/2025
12322,SMS Delivered,1/23/2025
12322,SMS Sent,2/23/2025
12322,SMS Delivered,3/13/2025
12322,SMS Delivered,3/28/2025
12322,SMS Delivered,4/3/2025
12322,SMS Sent,4/18/2025
12322,SMS Sent,6/1/2025
12322,SMS Delivered,7/2/2025
12339,Email Sent,4/7/2025
12339,Email Sent,5/11/2025
12339,Email Sent,6/14/2025
12339,Email Delivered,7/25/2025
12396,SMS Sent,12/1/2024
12396,SMS Sent,12/4/2024
12396,SMS Sent,4/11/2025
12400,SMS Sent,10/23/2024
12400,SMS Delivered,12/18/2024
12400,SMS Sent,12/29/2024
12400,SMS Sent,1/30/2025
12400,SMS Sent,6/21/2025
12400,SMS Delivered,7/19/2025
12408,SMS Delivered,11/18/2024
12408,SMS Sent,3/3/2025
12408,SMS Sent,3/18/2025
12408,SMS Sent,4/19/2025
12408,SMS Delivered,6/16/2025
12408,SMS Sent,7/15/2025
12429,Email Sent,11/4/2024
12429,Email Sent,11/7/2024
12429,Email Read,12/7/2024
12429,Email Sent,1/14/2025
12429,Email Read,1/31/2025
12429,Email Delivered,2/14/2025
12429,Email Read,3/9/2025
12429,Email Sent,5/18/2025
12429,Email Delivered,6/8/2025
12429,Email Sent,7/1/2025
12429,Email Delivered,7/15/2025
12429,Email Delivered,7/27/2025
12476,SMS Sent,1/28/2025
12476,SMS Delivered,2/10/2025
12476,SMS Sent,3/3/2025
12476,SMS Sent,5/10/2025
12476,SMS Sent,6/17/2025
12476,SMS Delivered,6/21/2025
12476,SMS Sent,7/26/2025
12476,SMS Delivered,7/13/2025
12714,SMS Sent,6/28/2025
12809,SMS Sent,11/28/2024
12809,Email Delivered,1/21/2025
12809,Email Sent,1/28/2025
12809,Email Sent,3/3/2025
12809,Email Delivered,3/4/2025
12809,SMS Delivered,3/8/2025
12809,Email Sent,4/27/2025
12809,Email Delivered,5/24/2025
12809,SMS Sent,7/3/2025
12809,SMS Delivered,7/7/2025
12809,SMS Sent,7/9/2025
12809,Email Sent,7/2/2025
12809,Email Delivered,7/15/2025
12809,SMS Delivered,7/19/2025
12938,SMS Sent,2/24/2025
12938,SMS Sent,4/15/2025
13024,SMS Sent,5/2/2025
13024,SMS Delivered,6/1/2025
13055,Email Sent,10/19/2024
13055,Email Sent,12/21/2024
13055,Email Delivered,6/2/2025
13055,Email Sent,7/4/2025
13126,Email Delivered,12/2/2024
13126,Email Sent,12/16/2024
13126,Email Sent,1/2/2025
13126,Email Sent,3/15/2025
13126,Email Delivered,4/23/2025
13126,Email Sent,5/11/2025
13142,SMS Delivered,12/1/2024
13142,SMS Delivered,1/15/2025
13142,SMS Sent,1/26/2025
13142,SMS Sent,3/1/2025
13144,SMS Sent,12/2/2024
13144,SMS Sent,12/19/2024
13144,SMS Delivered,1/27/2025
13144,SMS Sent,2/1/2025
13144,SMS Delivered,2/11/2025
13144,SMS Delivered,2/24/2025
13144,SMS Sent,3/25/2025
13144,SMS Sent,4/22/2025
13144,SMS Delivered,6/17/2025
13144,SMS Sent,6/23/2025
13144,SMS Delivered,7/9/2025
13144,SMS Delivered,7/19/2025
13144,SMS Delivered,7/17/2025
13144,SMS Sent,7/24/2025
13144,SMS Sent,7/24/2025
13144,SMS Delivered,7/27/2025
13191,SMS Delivered,11/4/2024
13191,SMS Sent,11/21/2024
13191,SMS Delivered,2/10/2025
13191,SMS Delivered,3/3/2025
13191,SMS Delivered,3/14/2025
13191,SMS Sent,3/17/2025
13191,SMS Sent,5/2/2025
13191,SMS Sent,6/26/2025
13269,Email Sent,3/21/2025
13289,Email Sent,12/24/2024
13289,Email Delivered,3/23/2025
13289,Email Delivered,4/9/2025
13289,Email Sent,5/15/2025
13311,Email Delivered,11/1/2024
13311,Email Sent,12/19/2024
13311,Email Read,1/2/2025
13311,Email Delivered,2/6/2025
13311,Email Delivered,2/9/2025
13311,Email Delivered,3/15/2025
13311,Email Sent,5/1/2025
13311,Email Sent,5/25/2025
13311,Email Sent,7/4/2025
13311,Email Sent,7/29/2025
13311,Email Delivered,7/31/2025
13325,SMS Sent,7/9/2025
13325,SMS Delivered,7/27/2025
13325,SMS Sent,7/5/2025
13333,Email Delivered,2/15/2025
13333,Email Sent,5/6/2025
13380,Email Sent,11/29/2024
13380,Email Delivered,1/26/2025
13380,Email Sent,7/4/2025
13380,Email Sent,7/15/2025
13410,SMS Sent,4/13/2025
13423,Email Sent,3/7/2025
13423,Email Sent,4/5/2025
13423,Email Delivered,5/14/2025
13423,Email Sent,7/12/2025
13462,Email Sent,11/22/2024
13470,SMS Delivered,1/4/2025
13470,SMS Sent,1/21/2025
13470,SMS Sent,4/9/2025
13470,SMS Sent,4/10/2025
13470,SMS Delivered,6/4/2025
13470,SMS Delivered,7/2/2025
13470,SMS Sent,7/28/2025
13584,Email Delivered,10/29/2024
13584,Email Read,10/30/2024
13584,Email Sent,11/7/2024
13584,Email Delivered,1/20/2025
13584,Email Delivered,2/2/2025
13584,Email Sent,2/26/2025
13584,Email Delivered,3/21/2025
13584,Email Sent,3/30/2025
13584,Email Read,3/31/2025
13584,Email Read,4/21/2025
13584,Email Sent,4/29/2025
13584,Email Delivered,6/2/2025
13584,Email Sent,6/14/2025
13584,Email Delivered,6/28/2025
13609,Email Sent,12/23/2024
13609,Email Delivered,2/5/2025
13609,SMS Sent,2/7/2025
13609,Email Sent,2/14/2025
13609,SMS Sent,3/18/2025
13609,SMS Sent,3/24/2025
13609,Email Delivered,5/9/2025
13629,Email Delivered,10/15/2024
13629,Email Delivered,12/10/2024
13629,Email Delivered,1/23/2025
13629,Email Delivered,2/26/2025
13629,Email Sent,3/15/2025
13629,Email Sent,4/8/2025
13629,Email Sent,4/28/2025
13629,Email Sent,5/9/2025
13632,SMS Sent,11/17/2024
13632,SMS Delivered,5/1/2025
13632,SMS Sent,6/3/2025
13644,SMS Delivered,11/28/2024
13652,SMS Sent,11/19/2024
13652,SMS Delivered,1/19/2025
13662,SMS Sent,2/15/2025
13662,SMS Delivered,4/12/2025
13662,SMS Sent,6/27/2025
13662,SMS Delivered,7/4/2025
13725,Email Sent,4/30/2025
13725,Email Delivered,5/25/2025
13726,Email Sent,12/14/2024
13726,Email Delivered,12/29/2024
13726,Email Sent,3/7/2025
13726,Email Delivered,3/22/2025
13726,Email Sent,4/11/2025
13726,Email Delivered,5/14/2025
13887,Email Delivered,1/13/2025
13887,Email Sent,3/25/2025
13887,Email Sent,5/7/2025
13887,Email Sent,7/13/2025
13887,Email Delivered,7/17/2025
14027,SMS Sent,10/24/2024
14027,Email Sent,11/4/2024
14027,SMS Sent,12/10/2024
14027,Email Read,12/10/2024
14027,Email Delivered,1/22/2025
14027,Email Delivered,2/9/2025
14027,SMS Sent,3/4/2025
14027,Email Delivered,3/17/2025
14027,Email Sent,5/10/2025
14027,Email Read,5/17/2025
14027,Email Delivered,6/8/2025
14027,Email Sent,6/30/2025
14027,Email Sent,7/4/2025
14027,SMS Sent,7/11/2025
14027,Email Delivered,7/16/2025
14027,Email Sent,7/25/2025
14027,SMS Sent,7/24/2025
14077,SMS Delivered,11/8/2024
14077,SMS Sent,11/8/2024
14077,Email Delivered,2/3/2025
14077,Email Sent,3/3/2025
14077,SMS Sent,4/9/2025
14077,Email Delivered,6/13/2025
14100,Email Sent,4/21/2025
14100,Email Sent,7/27/2025
14110,SMS Sent,12/19/2024
14110,SMS Delivered,1/31/2025
14150,SMS Sent,11/7/2024
14150,SMS Delivered,12/1/2024
14150,SMS Sent,12/17/2024
14150,SMS Delivered,12/22/2024
14150,SMS Delivered,3/1/2025
14150,SMS Sent,3/10/2025
14150,SMS Delivered,3/13/2025
14150,SMS Delivered,3/16/2025
14150,SMS Sent,3/27/2025
14150,SMS Sent,4/2/2025
14150,SMS Delivered,5/7/2025
14150,SMS Delivered,5/21/2025
14150,SMS Delivered,5/27/2025
14150,SMS Sent,5/30/2025
14150,SMS Sent,6/2/2025
14150,SMS Sent,7/17/2025
14185,SMS Delivered,11/1/2024
14185,SMS Sent,11/12/2024
14185,Email Sent,11/24/2024
14185,Email Delivered,12/1/2024
14185,SMS Delivered,1/30/2025
14185,SMS Sent,2/5/2025
14185,Email Sent,3/9/2025
14185,SMS Sent,3/21/2025
14185,Email Sent,4/11/2025
14185,Email Sent,4/18/2025
14185,Email Delivered,4/28/2025
14185,Email Delivered,5/3/2025
14185,SMS Delivered,5/20/2025
14185,Email Delivered,6/2/2025
14254,SMS Delivered,2/10/2025
14254,SMS Sent,6/15/2025
14279,Email Sent,4/29/2025
14416,Email Sent,11/9/2024
14416,Email Sent,11/20/2024
14416,Email Sent,12/2/2024
14416,Email Delivered,3/8/2025
14416,Email Sent,3/29/2025
14416,Email Sent,4/1/2025
14416,Email Delivered,4/10/2025
14416,Email Sent,5/13/2025
14416,Email Delivered,6/8/2025
14416,Email Delivered,7/7/2025
14452,Email Sent,11/5/2024
14536,Email Sent,6/30/2025
14536,Email Sent,7/27/2025
14560,SMS Delivered,10/24/2024
14560,SMS Sent,10/24/2024
14560,SMS Delivered,2/18/2025
14560,SMS Delivered,3/3/2025
14560,SMS Sent,3/9/2025
14560,SMS Delivered,3/29/2025
14560,SMS Delivered,5/7/2025
14560,SMS Delivered,6/6/2025
14560,SMS Sent,6/17/2025
14560,SMS Sent,7/9/2025
14560,SMS Sent,7/2/2025
14599,SMS Sent,12/31/2024
14599,SMS Delivered,1/18/2025
14599,SMS Delivered,3/12/2025
14599,SMS Sent,4/26/2025
14608,SMS Delivered,1/29/2025
14608,SMS Sent,2/5/2025
14608,SMS Delivered,7/5/2025
14608,SMS Delivered,7/9/2025
14608,SMS Sent,7/17/2025
14685,SMS Sent,11/5/2024
14685,SMS Sent,11/28/2024
14685,SMS Delivered,1/23/2025
14685,SMS Sent,2/2/2025
14685,SMS Delivered,2/10/2025
14685,SMS Delivered,3/1/2025
14685,SMS Delivered,3/8/2025
14685,SMS Delivered,4/17/2025
14685,SMS Sent,7/7/2025
14687,Email Sent,12/16/2024
14687,SMS Sent,2/24/2025
14687,SMS Delivered,3/12/2025
14687,SMS Delivered,4/14/2025
14722,Email Delivered,12/21/2024
14722,Email Sent,3/24/2025
14722,Email Sent,5/26/2025
14722,Email Sent,6/13/2025
14722,Email Delivered,7/18/2025
14722,Email Sent,7/12/2025
14734,Email Sent,11/8/2024
14734,Email Sent,5/19/2025
14734,Email Delivered,7/1/2025
14734,Email Delivered,7/26/2025
14822,SMS Delivered,10/21/2024
14822,SMS Sent,10/22/2024
14822,SMS Delivered,12/12/2024
14822,SMS Sent,12/17/2024
14822,SMS Sent,1/8/2025
14822,Email Sent,4/25/2025
14822,SMS Delivered,7/5/2025
14822,Email Sent,7/16/2025
14843,SMS Delivered,11/10/2024
14843,SMS Sent,3/24/2025
14878,SMS Sent,11/2/2024
14878,SMS Sent,4/11/2025
14906,SMS Sent,3/2/2025
14906,SMS Delivered,7/19/2025
14952,SMS Delivered,11/12/2024
14952,Email Sent,12/1/2024
14952,SMS Delivered,12/14/2024
14952,SMS Sent,1/11/2025
14952,Email Delivered,2/11/2025
14952,SMS Delivered,2/20/2025
14952,SMS Sent,2/24/2025
14952,SMS Delivered,3/31/2025
14952,SMS Delivered,4/16/2025
14952,Email Sent,6/8/2025
14952,SMS Sent,6/14/2025
14952,SMS Sent,6/15/2025
14952,SMS Sent,7/23/2025
14952,SMS Sent,7/2/2025
15008,SMS Sent,1/26/2025
15008,SMS Sent,2/5/2025
15008,SMS Delivered,5/19/2025
15008,SMS Delivered,6/4/2025
15008,SMS Delivered,7/21/2025
15017,Email Sent,2/23/2025
15017,Email Sent,5/21/2025
15037,SMS Sent,7/7/2025
15088,SMS Sent,12/24/2024
15088,SMS Delivered,2/26/2025
15088,SMS Sent,3/19/2025
15088,SMS Sent,3/29/2025
15088,SMS Delivered,7/30/2025
15102,SMS Delivered,3/4/2025
15102,SMS Sent,7/13/2025
15102,SMS Sent,7/7/2025
15121,SMS Delivered,10/22/2024
15121,SMS Sent,12/12/2024
15121,SMS Sent,12/20/2024
15121,SMS Sent,2/20/2025
15121,SMS Delivered,3/24/2025
15121,SMS Sent,4/1/2025
15121,SMS Sent,4/18/2025
15121,SMS Sent,4/29/2025
15121,SMS Sent,5/29/2025
15121,SMS Delivered,6/7/2025
15143,SMS Sent,5/15/2025
15143,SMS Delivered,7/14/2025
15164,SMS Sent,4/20/2025
15165,Email Read,11/5/2024
15165,Email Sent,2/19/2025
15165,Email Delivered,4/8/2025
15174,Email Sent,4/11/2025
15198,Email Sent,11/3/2024
15198,Email Sent,12/6/2024
15198,Email Delivered,2/4/2025
15198,Email Sent,3/2/2025
15198,Email Sent,6/9/2025
15198,Email Delivered,7/23/2025
15278,Email Sent,1/17/2025
15278,Email Delivered,7/24/2025
15318,SMS Sent,12/17/2024
15318,SMS Sent,1/21/2025
15318,SMS Delivered,2/7/2025
15318,SMS Sent,3/9/2025
15318,SMS Delivered,4/25/2025
15318,SMS Sent,5/1/2025
15318,SMS Delivered,5/14/2025
15318,SMS Delivered,7/4/2025
15318,SMS Sent,7/13/2025
15318,SMS Delivered,7/28/2025
15327,Email Read,3/26/2025
15327,Email Read,3/30/2025
15327,Email Delivered,5/2/2025
15327,Email Sent,5/2/2025
15327,Email Sent,5/7/2025
15327,Email Sent,5/26/2025
15327,Email Sent,6/21/2025
15327,Email Delivered,7/11/2025
15327,Email Delivered,7/21/2025
15341,Email Sent,11/2/2024
15341,Email Delivered,11/8/2024
15341,Email Sent,5/5/2025
15343,Email Sent,7/10/2025
15373,SMS Sent,11/11/2024
15373,SMS Sent,1/14/2025
15373,SMS Sent,2/5/2025
15373,SMS Delivered,2/14/2025
15373,SMS Delivered,2/20/2025
15373,SMS Delivered,2/27/2025
15373,SMS Delivered,3/9/2025
15373,SMS Delivered,5/12/2025
15373,SMS Sent,7/12/2025
15373,SMS Sent,7/27/2025
15386,SMS Delivered,4/29/2025
15386,SMS Sent,5/13/2025
15386,SMS Sent,6/12/2025
15386,SMS Sent,7/19/2025
15401,SMS Sent,11/13/2024
15401,SMS Sent,11/28/2024
15401,SMS Delivered,12/22/2024
15401,SMS Delivered,3/11/2025
15401,SMS Delivered,3/31/2025
15401,SMS Sent,4/4/2025
15401,SMS Sent,7/9/2025
15464,SMS Sent,11/17/2024
15464,SMS Sent,11/27/2024
15464,SMS Delivered,12/3/2024
15464,SMS Sent,1/12/2025
15464,SMS Sent,3/7/2025
15464,SMS Sent,3/20/2025
15464,SMS Delivered,5/3/2025
15464,SMS Delivered,7/23/2025
15492,Email Sent,10/17/2024
15492,Email Delivered,12/31/2024
15492,Email Sent,1/16/2025
15492,Email Delivered,1/24/2025
15492,Email Delivered,5/21/2025
15492,Email Sent,7/11/2025
15502,Email Sent,11/28/2024
15502,Email Sent,2/14/2025
15502,Email Delivered,2/28/2025
15502,Email Sent,6/28/2025
15505,SMS Delivered,1/7/2025
15505,SMS Sent,1/24/2025
15505,SMS Delivered,4/1/2025
15505,SMS Sent,7/30/2025
15505,SMS Sent,7/2/2025
15516,SMS Delivered,2/9/2025
15516,SMS Sent,3/30/2025
15516,SMS Sent,5/14/2025
15516,SMS Delivered,7/2/2025
15516,SMS Sent,7/19/2025
15527,Email Sent,11/9/2024
15527,Email Sent,11/10/2024
15527,Email Sent,11/28/2024
15527,Email Sent,12/28/2024
15527,Email Delivered,1/20/2025
15527,Email Delivered,4/11/2025
15527,Email Delivered,5/6/2025
15527,Email Delivered,6/29/2025
15528,SMS Sent,10/25/2024
15528,SMS Delivered,12/2/2024
15528,SMS Delivered,12/2/2024
15528,SMS Delivered,12/15/2024
15528,SMS Delivered,12/19/2024
15528,SMS Sent,3/19/2025
15528,SMS Delivered,5/23/2025
15528,SMS Sent,6/3/2025
15528,SMS Sent,7/17/2025
15540,Email Sent,7/19/2025
15559,Email Sent,10/25/2024
15559,Email Sent,12/3/2024
15559,Email Delivered,4/22/2025
15611,SMS Delivered,1/28/2025
15611,SMS Delivered,3/12/2025
15611,SMS Sent,4/13/2025
15615,SMS Sent,11/20/2024
15615,SMS Delivered,12/15/2024
15615,SMS Sent,3/24/2025
15615,SMS Delivered,4/20/2025
15615,SMS Delivered,5/25/2025
15615,SMS Sent,5/29/2025
15615,SMS Sent,5/30/2025
15615,SMS Delivered,7/3/2025
15715,Email Sent,10/23/2024
15715,Email Read,11/6/2024
15715,Email Delivered,11/12/2024
15715,Email Sent,12/7/2024
15715,Email Sent,12/7/2024
15715,Email Delivered,12/15/2024
15715,Email Sent,1/11/2025
15715,Email Read,2/4/2025
15715,Email Sent,2/11/2025
15715,Email Read,2/23/2025
15715,Email Delivered,3/15/2025
15715,Email Delivered,5/7/2025
15715,Email Read,7/6/2025
15715,Email Delivered,7/31/2025
15730,Email Sent,1/22/2025
15749,SMS Delivered,10/19/2024
15749,SMS Delivered,11/4/2024
15749,SMS Sent,1/25/2025
15749,SMS Sent,1/30/2025
15749,SMS Delivered,2/1/2025
15749,SMS Sent,4/15/2025
15749,SMS Sent,5/25/2025
15749,SMS Delivered,7/4/2025
15749,SMS Delivered,7/26/2025
15797,SMS Sent,2/16/2025
15797,SMS Delivered,5/25/2025
15814,SMS Sent,11/4/2024
15814,SMS Delivered,12/24/2024
15814,SMS Sent,1/4/2025
15814,SMS Delivered,1/16/2025
15814,SMS Sent,3/20/2025
15814,SMS Delivered,4/28/2025
15814,SMS Delivered,5/13/2025
15814,SMS Sent,6/10/2025
15814,SMS Sent,6/13/2025
15814,SMS Sent,6/18/2025
15828,Email Sent,5/28/2025
15837,SMS Delivered,5/22/2025
15837,SMS Sent,6/30/2025
15837,SMS Sent,7/13/2025
15837,SMS Delivered,7/21/2025
15873,SMS Sent,1/12/2025
15873,SMS Sent,3/4/2025
15873,SMS Sent,7/30/2025
15903,SMS Sent,11/6/2024
15903,SMS Delivered,1/10/2025
15903,SMS Delivered,1/22/2025
15903,SMS Delivered,2/10/2025
15903,SMS Sent,2/25/2025
15903,SMS Sent,3/8/2025
15903,SMS Sent,7/15/2025
15917,Email Sent,2/9/2025
15923,SMS Sent,12/1/2024
15923,Email Sent,12/20/2024
15923,Email Delivered,1/11/2025
15923,SMS Sent,1/24/2025
15923,Email Sent,1/27/2025
15923,Email Sent,1/31/2025
15923,Email Sent,2/4/2025
15923,SMS Delivered,3/2/2025
15923,SMS Delivered,4/14/2025
15923,SMS Delivered,4/15/2025
15923,SMS Delivered,5/28/2025
